transaction_id,transaction_amount,transaction_time,card_used_before,merchant_id,num_purchases_last_6m,account_age_days,avg_monthly_spending,num_chargebacks,merchant_fraud_rate,user_fraud_rate,transaction_country,is_international,num_declined_transactions,is_fraud
484,549.4461331314641,14214,0,1994,0,3138,1736.7410458774568,1,0.1995913427246343,0.2858292191270888,177,1,6,1
485,2581.0996634274416,27222,1,1229,45,29,6307.449802697047,1,0.7818521895321466,0.5960097623487752,24,0,9,1
486,1974.6211968233263,72279,0,1650,35,2154,5461.385991804926,1,0.04424221026811681,0.15222002895071818,44,0,2,0
487,2593.218607789019,34303,1,1253,42,1701,6628.922651897976,0,0.11890266041882103,0.8027966550383205,116,0,1,0
488,2200.0361149258874,14698,1,1403,38,389,8946.195896969213,4,0.5151174169789624,0.18634466726368482,169,1,9,1
489,2843.003552541055,29602,1,1493,44,2926,4603.961943035818,4,0.9996088694922254,0.8093843910612363,57,0,5,0
490,3635.9214628479563,14947,0,1030,45,2453,534.3721612169343,2,0.9493656497813646,0.40176254794482924,184,0,1,0
491,3874.524658350642,52338,1,1161,6,1144,7658.616589593432,3,0.11194294017259987,0.5777570165704031,32,0,9,1
492,3245.2620089909824,35537,1,1907,42,3082,8138.448181460325,1,0.23968691604589443,0.26970878075793747,159,1,4,0
493,995.5041346169172,22469,1,1431,19,2631,593.8947628770015,0,0.9457918497239617,0.8827764564211441,144,1,4,1
494,1986.2180049999906,6486,0,1155,19,346,2504.2080070109914,0,0.15072390603564423,0.75986844385494,160,0,4,0
495,357.0489196498725,72777,1,1322,24,3324,7728.908313384166,1,0.7427889752276653,0.3542739639542348,108,1,5,0
496,2258.9169666477824,19371,0,1628,42,2844,3823.936861608487,0,0.0011080234076852324,0.585364043088831,42,1,2,0
497,4851.72672421153,32524,1,1190,20,118,4779.248844797748,0,0.6317121026751724,0.1289884590256577,122,0,9,1
498,3209.0118072474625,65101,1,1175,8,519,8249.439850534334,1,0.4946004218427229,0.16047229058780543,34,1,4,1
499,773.907960802821,22474,1,1937,26,1238,1036.7334302505108,2,0.471025279716765,0.5336776205871975,165,1,7,1
500,1343.6197212173875,78203,0,1947,27,2780,6805.114812206513,0,0.8291917507533947,0.640598766731353,144,1,3,1
501,323.8036578664315,79337,1,1516,24,2127,2228.3454288348917,4,0.08073434524793133,0.5574317137289926,85,1,4,1
502,912.8870368696779,47141,1,1844,35,2466,720.2491676575133,4,0.3773321439100984,0.5594079978724745,141,0,0,1
503,2439.7203757454113,4405,1,1523,33,583,6658.728671351508,4,0.446038544973299,0.7422901409026714,122,1,0,0
504,1724.937050761735,2153,1,1570,1,2759,1301.9813044339107,1,0.12392655965721666,0.9024074807633597,120,0,7,0
505,1020.6076242265246,25131,1,1832,8,1708,7495.371862144914,4,0.0856665463743359,0.38759754546785474,82,0,1,1
506,733.8454694007175,19680,1,1819,18,1312,2106.7833734266505,3,0.1796143045573355,0.5369332954610385,194,0,9,0
507,3280.699513769053,85233,0,1810,14,2281,580.2690015427355,0,0.2410477249798042,0.8930239843794392,120,0,9,1
508,2790.9537819873826,53644,1,1761,20,2308,1083.0449034256073,2,0.9660605774572019,0.46427865653897327,161,1,6,1
509,4213.358920762124,28283,0,1338,49,1981,8428.575462584478,4,0.4756137112516827,0.4451489565005845,105,1,6,0
510,917.0811757530395,60357,1,1604,15,2980,3772.585341768715,1,0.5102890326725255,0.7665144571356681,82,0,8,0
511,4240.079314181303,19646,0,1318,1,2704,3092.439749537437,2,0.7069982049607358,0.8773011259129903,92,1,0,1
512,2889.977951626721,39804,1,1110,25,1045,4962.868315154013,1,0.6842667978035905,0.7376722517398752,163,1,1,1
513,1331.8497467045984,16036,0,1817,43,2125,6366.032431615835,2,0.5027774021129657,0.10012439085087188,165,0,0,0
514,1368.4921497019875,6726,1,1879,28,741,467.31222859966056,2,0.33983839418450923,0.4647709934658394,40,0,0,0
515,1952.511570329118,41160,0,1806,32,671,8992.066283160262,0,0.3310516935874396,0.2119696229893846,136,0,3,0
516,2301.1759561173044,18274,1,1937,33,3085,9588.96551172193,2,0.0577107338895112,0.3173478988198364,54,1,7,1
517,413.4429185996765,10168,0,1472,45,1771,4231.337479933205,3,0.8996301392724255,0.46875440333664353,89,0,9,1
518,4210.153829165974,15103,1,1847,26,3219,4185.026134903021,3,0.7693945237267567,0.2215286684764214,135,0,7,1
519,608.5838055516462,30567,1,1016,6,1685,8797.743220518267,3,0.6233432413014943,0.5159336707621607,2,1,8,1
520,2417.8157553063784,78743,1,1219,48,2077,4350.186801560731,1,0.3960817432142243,0.6432758823603356,97,0,1,1
521,1915.458197721418,23691,0,1486,14,2485,8576.280354633487,0,0.5824657306508773,0.8748983341077978,56,1,6,0
522,2561.923134475402,69092,0,1810,16,1696,380.5357504449418,1,0.48508980496859955,0.21146061785219972,104,1,3,1
523,4437.525102823792,40072,0,1304,8,3601,4947.541026802853,4,0.27393497847888404,0.3105650304672827,124,0,2,1
524,4945.452610940675,54118,1,1516,12,62,9529.047543246379,3,0.29857274670803435,0.40580048109090106,185,0,3,1
525,102.33659204110904,33133,0,1128,31,1453,2602.7661214336586,0,0.8744797064560551,0.2245467696437191,177,0,3,0
526,1966.8039191942455,15893,1,1834,1,3206,2734.9327224790713,3,0.634908072475903,0.332040070662299,197,0,2,1
527,4088.2350440553005,81402,1,1623,31,156,6338.217588255011,0,0.0014224847421286935,0.8833505199187056,125,1,8,0
528,1633.6877984296232,656,1,1023,46,2616,9269.289744877575,1,0.3268717651063079,0.13865479201117392,78,0,7,1
529,3245.5318434166898,41120,1,1540,19,2990,2067.548188767467,1,0.3399454647253538,0.44374759365999084,8,0,9,1
530,4961.303759628536,80632,1,1910,42,776,9224.345155922725,3,0.706335559451616,0.31096697578314325,84,1,1,0
531,3234.209672790903,57518,1,1131,18,2301,6663.737066737318,2,0.7004533424811116,0.07716472176625666,191,0,2,0
532,556.8456967387214,80983,1,1555,45,3054,9931.168411184435,0,0.4641548530052091,0.09612532915029837,82,0,9,1
533,4214.816852812974,19854,0,1320,26,3258,7390.942579881045,4,0.9509794128113946,0.7848799124851362,199,1,6,0
534,4833.320529025355,53212,0,1496,35,1903,6711.225353101326,2,0.872229169734146,0.8523330192456772,88,0,4,0
535,3562.829598073039,49696,1,1887,29,2920,8167.541402403666,1,0.8662107147290214,0.7414076006110494,174,1,0,0
536,2095.9214311155083,77582,1,1718,10,3450,1833.8891609738957,0,0.34826551097162795,0.5392290543377396,67,0,0,1
537,4742.052476551777,66492,0,1381,15,1350,9465.257569030162,2,0.43099978915242965,0.7726594651452497,117,0,7,1
538,4842.891503230942,57795,1,1215,25,2246,1739.3955368830193,4,0.4189619245283227,0.15201575769415898,174,1,5,1
539,4675.648600752288,24560,0,1755,29,2928,354.1366619748967,2,0.44026688246399714,0.7802016005961722,78,1,3,1
540,2059.683192548093,80391,1,1542,1,3242,7008.782727857648,4,0.8892107950108665,0.42347521875135496,67,0,2,0
541,3948.7486621702656,51317,1,1915,33,1338,1927.4947186754528,1,0.24912069956979987,0.7503155343299979,42,0,8,1
542,3271.2426158112658,83539,0,1777,40,5,7611.656478355659,0,0.8021950709593233,0.22774939441972186,64,1,8,0
543,899.3536227620485,78572,0,1010,21,1279,7970.885882025536,1,0.5140399750447735,0.832543420730357,128,0,3,1
544,2678.0389934840928,79380,1,1081,30,1902,2443.3224824883923,0,0.24908418573328228,0.5681165457665672,73,0,7,1
545,3738.707354634056,645,1,1993,20,820,958.5312726945922,2,0.5272937788595542,0.007337510355864829,181,0,3,0
546,4479.6654675505815,33146,0,1155,35,1343,5058.127566160118,1,0.19544162067404314,0.5192671681369179,199,0,7,1
547,4313.129253662361,39877,0,1165,39,2023,8913.16325462608,0,0.10817929750703492,0.31027947942535494,90,0,6,1
548,774.137842427225,52736,0,1207,22,2295,8488.181900190853,4,0.838177417832051,0.0575018618840889,7,0,5,1
549,2440.678199179569,44693,1,1023,25,3,1259.1163193526613,0,0.6993220234306599,0.44730958898826034,7,1,6,0
550,2391.864878674464,83060,0,1806,17,2560,9651.354318733433,1,0.2049789902138689,0.31147015517332033,122,0,5,1
551,4493.7865724277135,20119,1,1886,14,2885,2713.0970343349436,1,0.942294730258649,0.20439016389954212,164,0,5,0
552,10.68460837519738,47679,0,1690,33,2553,3558.9726525281017,2,0.02439837334124917,0.3491220025023015,116,0,6,0
553,3693.828974597011,82581,0,1331,21,30,1575.5974064141,4,0.33328018705018136,0.17960721622290987,13,0,3,1
554,3093.5889412147803,13163,0,1561,27,1856,3840.249358872196,0,0.021653038491536658,0.29981206102265845,195,1,4,1
555,4607.935794409655,30802,0,1518,42,1652,6392.846952564832,1,0.14229759328933322,0.11533437680708014,20,0,8,1
556,2285.129834308358,52175,1,1510,48,1298,5110.174775166567,0,0.1800793761634114,0.08431259022247195,53,0,1,1
557,3288.703577127628,10111,1,1611,6,708,8292.640902121571,3,0.8103348677305676,0.9100194267086056,86,0,8,0
558,4863.76240507729,59936,0,1592,39,885,6448.878031442536,4,0.9930396705333846,0.902765801243179,180,1,4,0
559,3719.774910816628,65526,1,1240,41,3396,2709.0902673481123,4,0.8673202746110552,0.8280051986631306,97,0,9,1
560,337.8524866747071,21119,1,1835,23,1200,5618.636513006643,3,0.635132988782038,0.23032553419589774,61,0,0,1
561,838.5002213124,61896,1,1180,34,3358,735.4921462932754,4,0.7229234300574222,0.7258906102643945,125,1,6,1
562,4107.43406369578,35539,0,1292,12,1979,5849.826551370165,3,0.5228209940206852,0.5897121322639812,102,1,4,0
563,1674.642909327321,55387,0,1992,48,747,3957.6719124506385,0,0.42254360664799184,0.05123341368252665,116,1,2,1
564,3529.8846348807765,42823,1,1082,12,2126,1074.1450713526933,3,0.6921689308424392,0.8995857508483531,90,1,2,1
565,3499.418842985796,69555,0,1565,30,2290,3143.8931346087384,2,0.9731166860093823,0.9979820871278757,96,1,0,1
566,4968.508916417636,86190,0,1089,18,500,8991.06122674975,3,0.028894042356316985,0.7087214394322945,61,0,6,0
567,2349.8937454580678,47418,0,1438,28,204,5901.775679558872,0,0.31408495032402595,0.23150781516973862,56,0,1,0
568,3689.42397016911,48695,0,1714,21,1483,9042.322004536207,4,0.33005980300712046,0.554409594173049,94,0,7,1
569,244.7156335532256,61936,1,1542,40,1406,4166.959471048219,2,0.4142508558200996,0.1093804918621133,40,1,3,0
570,2313.4925124447495,16418,1,1192,20,2770,9791.195133961872,3,0.6268921469014487,0.2987792197116912,81,1,3,1
571,934.2210425408376,26742,0,1487,15,332,3664.188629632085,0,0.5137531624797014,0.7172560194138029,63,0,4,1
572,4203.017187014171,79218,1,1611,29,2650,7592.365689940542,2,0.0187290490257912,0.3010742321478519,185,1,8,0
573,4199.701751748339,48028,1,1348,4,165,3123.490526452563,2,0.4116095783853716,0.14720590483036367,132,1,6,1
574,1182.585739107771,77700,1,1088,40,2208,1149.306429654591,2,0.6194487045233033,0.00747118554361903,154,1,2,0
575,1592.1074804292246,7618,1,1954,40,5,8347.260307682644,3,0.5048247249304841,0.5725144042320662,95,0,3,0
576,3512.6864445173005,68916,1,1122,5,2252,7649.557116014581,0,0.8720618641813143,0.9686705228017769,62,1,8,1
577,3691.591351137923,54628,0,1373,20,531,8224.227434801203,0,0.3985956706680205,0.48413301241374096,182,0,0,1
578,3288.5003789697544,80699,1,1046,41,3171,3066.9758636875586,0,0.0125586798269115,0.21261194064730582,190,0,7,1
579,4983.47649299328,85096,1,1432,49,1700,7066.2500934496065,1,0.2848985175544988,0.46328002297618087,146,1,7,1
580,4343.5473767135745,14725,0,1145,10,2092,2277.236192710793,4,0.13567262696898819,0.602083720926376,10,0,6,1
581,2085.87734488186,41135,0,1002,23,456,211.98420898869776,0,0.25023032345282514,0.8013683168407295,36,1,5,0
582,1635.5566309878761,70223,0,1529,27,226,8678.238878793114,1,0.36208801803687496,0.4526786107594827,130,1,6,0
583,2984.6518902324065,45969,1,1313,14,2046,5282.902321854331,1,0.6766556523211553,0.17295206458802814,60,0,9,0
584,4088.3640428316858,67122,1,1326,38,3386,9838.168041072675,2,0.3241699952981798,0.18800994942605465,175,1,3,0
585,2377.242025209028,8056,0,1987,45,2099,3911.853379547093,4,0.8841091750638664,0.8997260164487391,73,0,3,0
586,3688.725341551366,70958,1,1080,39,3217,9573.042769195756,2,0.2995679093896323,0.23624188874777985,160,1,4,1
587,96.78103749070591,85578,0,1152,46,3352,6189.066908378338,4,0.136933412141511,0.7280176251009111,197,0,3,0
588,4629.274701382223,60346,0,1401,18,3194,5170.830211184947,2,0.16886541747092298,0.2689487800747802,179,0,3,1
589,3869.3998028497467,952,1,1819,49,1742,3097.815071479499,3,0.9345798638819616,0.720562060393825,67,1,8,1
590,1971.5562437339004,12521,0,1487,16,470,8270.235778600134,4,0.4548144712987585,0.07836372979453643,81,0,5,0
591,1920.6776152709413,10906,1,1810,2,896,8305.06798907412,1,0.4031260680625002,0.20739304933884906,77,0,2,0
592,515.3311519347782,68514,0,1066,2,1320,4227.6023688147625,1,0.06890088109852621,0.40870129120884324,195,0,2,0
593,4080.9524656887593,42769,0,1088,38,2661,7300.202105245386,4,0.7333210687819185,0.515316580059943,68,1,9,1
594,3843.378916776665,31275,0,1134,27,2559,4527.6555642048925,2,0.6946525257766999,0.3529510622714408,82,0,7,1
595,3151.6182879705457,43766,1,1878,30,2833,7422.627015220096,3,0.37574054943475776,0.5735163277768452,56,1,2,1
596,508.1809042480286,12343,0,1201,41,1664,9942.482551514388,3,0.6917635496838798,0.32536983659042595,99,1,3,0
597,1312.4444868197168,77487,0,1427,48,1525,2698.7135062647053,0,0.36745176051338124,0.6784389457271022,14,0,5,1
598,2295.113451849827,80227,0,1939,46,1225,6377.119326079337,4,0.07315802139424432,0.5112070406423704,144,1,8,1
599,1330.5937468773654,77056,1,1178,7,2462,3860.7918545549774,3,0.738099377307776,0.7051092728549115,76,1,5,0
600,2170.4356418413654,76862,1,1338,16,2661,5528.878480120182,2,0.9652012933777061,0.4309789612152346,75,0,2,1
601,1130.5617456476236,30521,1,1078,34,1445,8754.058074936956,2,0.6482905281740828,0.8765001370386457,66,1,5,1
602,1748.6529185262775,805,1,1596,35,2567,3541.0011075020825,1,0.2764612352143555,0.3821327729993387,33,1,3,0
603,3261.8321210995414,35868,1,1532,26,673,816.64419119824,3,0.2699202854649033,0.30813366945056064,13,1,4,1
604,4461.913042817696,34343,0,1377,39,1096,8009.478133905295,3,0.9289775964869009,0.5570850178312327,30,0,4,0
605,1925.7683754828934,77458,0,1164,44,2392,5594.7460665120225,2,0.3032903073977873,0.509172454009155,26,1,2,0
606,3459.8492475726266,74327,0,1539,32,3098,4549.069376706462,1,0.7681922333828182,0.5180980733655883,114,0,4,1
607,674.830638826219,35383,0,1748,49,3240,1914.9971642696828,3,0.642914982304013,0.7961300909464708,13,0,4,1
608,2704.5490713009517,15040,1,1799,10,2822,1019.2420438753868,2,0.5926018112555701,0.5885967693054491,68,0,6,0
609,4608.599423547013,25187,0,1696,20,2632,2859.482040283081,1,0.18107488140208494,0.8852654588827057,123,0,8,1
610,140.6510864824597,62678,1,1936,5,1232,7217.152207140765,1,0.034411045904524595,0.6190969833392602,33,1,4,1
611,1338.5192512723158,26525,1,1821,47,2927,4176.53219353762,2,0.4886771313278885,0.02170114409441426,143,0,8,0
612,663.3351748670412,38394,1,1154,20,897,5745.253115117652,1,0.9881586072497849,0.8703935440525943,145,1,4,0
613,2666.0742760025773,82546,0,1122,27,1962,912.2509812635102,1,0.19575990423342016,0.839784492695117,6,1,3,0
614,3398.5326778925555,63989,1,1598,16,3614,1320.1061309412576,0,0.5368720544391236,0.04884986750951614,5,0,5,0
615,289.83818112348354,39652,0,1201,17,847,211.92772584653494,1,0.6709792946445507,0.12528445857799198,161,0,7,0
616,352.3518187821159,77510,1,1039,10,1966,6765.516060435745,3,0.4836777165223881,0.5563560107441948,54,1,3,0
617,4348.276334551778,74402,0,1168,45,3616,2718.0997726353585,1,0.506933806597194,0.0428525678641849,144,0,4,1
618,2281.709509688974,49200,0,1069,43,2772,9672.573199748304,3,0.661227504273594,0.4111679783434137,174,0,9,1
619,2315.2950465936005,83822,1,1791,24,2704,3153.7125222392356,2,0.8149054970049722,0.9753606480782769,152,0,0,0
620,4722.957394395627,15015,1,1913,29,2658,3699.818584773511,1,0.3332876134824302,0.17277614969391442,125,1,9,0
621,1601.727841714394,60911,0,1329,24,3381,4747.9493313323255,2,0.8992752316177157,0.20609582323505438,5,1,0,0
622,4485.221211516919,56221,0,1439,6,3071,3259.4934130427096,4,0.4849008728830264,0.67634838152065,195,1,7,0
623,4871.299468136742,20695,1,1398,48,2994,8192.687896583906,1,0.6618774721746662,0.043978209050859585,125,1,6,0
624,1209.2292940545012,24805,1,1492,36,2227,8774.447418980028,2,0.10651363408243864,0.820686161511978,76,0,4,1
625,2570.6802072135024,24190,1,1353,45,646,209.2571841622642,4,0.4924792863778159,0.19903115253395887,50,1,8,0
626,2672.246408348392,7997,0,1327,26,437,6581.150122757688,3,0.016106446157340915,0.5315541640892788,169,1,0,1
627,4330.974390848527,22752,1,1497,25,1500,6892.273970999923,3,0.3910247388400395,0.24876316094112982,183,1,2,0
628,1520.236773772726,18069,0,1418,12,2442,9618.106278321004,3,0.05448420056894665,0.6588819371099001,81,1,5,1
629,3990.4141743237205,61485,1,1502,23,1725,3766.9520529530687,3,0.8969808376555786,0.5872160922389156,113,1,0,1
630,4855.06594899878,57291,1,1538,11,1565,2033.271686642152,3,0.6728051208730357,0.9464397337431734,20,0,5,0
631,4201.842927068752,30508,1,1344,13,2641,5253.752588467621,0,0.7918763562297645,0.44560075557705736,178,1,1,0
632,4545.7922770001305,51574,0,1642,8,2104,4530.801277326061,2,0.4676794844694173,0.8748789627242867,125,0,9,0
633,3542.063841275705,51902,0,1788,30,3245,7938.1415094801705,4,0.851897738445768,0.5758218365217512,35,1,4,1
634,4519.874845625591,62426,0,1376,3,1743,9049.356868231851,4,0.8730405898176904,0.9144626521889468,178,1,9,0
635,825.0883261262844,8524,0,1294,18,325,958.4094736006563,1,0.3568182398420221,0.2918220637679737,161,0,1,0
636,3562.0947137930884,10071,1,1287,0,321,8481.136838624196,2,0.3768549083929328,0.5497610479402855,67,1,0,1
637,3659.654897502409,41466,1,1253,28,2230,9098.811694392767,0,0.5082407086874002,0.39002964156777253,199,0,3,1
638,2196.465551550604,86132,1,1433,44,2282,9248.945194817139,0,0.04224349504212166,0.06589731745431027,138,1,1,0
639,399.6125983222027,50094,0,1500,5,2666,7666.667602626928,2,0.995768296964466,0.5742658027268586,41,0,8,0
640,3112.5962875578753,75317,0,1084,0,1209,7446.617352950372,3,0.35918123399332413,0.7942284005854123,168,1,2,0
641,260.35215204583284,40239,1,1520,24,265,247.47807252398695,3,0.470843313356726,0.5562036276911004,134,0,8,0
642,1912.630078286591,47560,1,1561,26,3056,9209.897062649301,2,0.7547570781346512,0.2793421641556266,161,1,3,0
643,1968.9574746497826,45924,0,1512,21,841,3579.901616706889,4,0.29751350092537154,0.26382903668440283,16,0,9,0
644,4994.613619808201,54542,0,1515,16,328,507.1067765121837,3,0.20163142355436137,0.23783854093745438,24,1,6,0
645,1499.7103666118235,49264,0,1515,28,3436,4188.495170054527,1,0.12745012098174724,0.9796316284438096,60,1,6,1
646,4102.449235680519,67799,0,1496,2,682,7355.241069378439,0,0.5280173090812768,0.3992195412283298,121,0,5,1
647,266.80525440655066,38022,1,1601,16,2071,4475.356496088453,3,0.0054982875027554945,0.31686976364283725,74,0,7,1
648,2649.300160943816,35579,0,1161,1,1284,7604.3097857744415,4,0.7095206910038293,0.4184680757452407,139,0,5,1
649,2683.9217011015044,12571,1,1666,31,1378,5143.153326421235,3,0.46138950046910365,0.11579792651648424,172,0,8,0
650,3144.120516119117,82753,1,1526,21,2243,3064.328766456825,3,0.5318228256480294,0.1960195282834981,3,1,4,0
651,4050.216011746302,48225,1,1364,38,2658,2108.832207119973,0,0.2632046488923476,0.5089021417905633,166,0,2,1
652,3809.854985234017,7227,0,1543,32,3561,4268.922624001553,1,0.17825305498856248,0.7988471639623781,168,0,4,1
653,3805.27963353354,41189,1,1424,21,1911,454.45417196795825,1,0.6999896712474093,0.8764266901148562,120,1,3,0
654,2162.03737768711,14207,1,1966,46,1356,4283.184659484233,4,0.21027353362636403,0.8659847675836106,19,0,2,0
655,3637.6299408501654,78208,1,1956,3,2660,779.3389579697808,2,0.7800859584174765,0.9447508684238616,40,0,0,1
656,2457.0872730278584,53406,0,1574,37,1887,8782.346606633908,2,0.20367251951174137,0.12577152377818612,53,0,7,1
657,335.68894054666595,41783,1,1956,12,1978,5797.262215290374,2,0.6126831030547487,0.04097028434151373,164,1,3,1
658,4451.018731276024,85587,1,1363,22,631,6495.82533300957,4,0.643872064064108,0.10573121804946528,67,0,2,1
659,4450.926367387663,28879,1,1107,12,320,2959.7535053917422,3,0.5056455910215004,0.6007422533324511,86,1,3,0
660,1615.0709445110415,28845,0,1013,19,1470,2335.628657345502,1,0.9967907652739626,0.5561189857765745,89,1,0,0
661,4569.59919378542,10015,0,1022,32,1400,7108.261966816725,1,0.37584301125276254,0.6712100630703126,148,1,5,0
662,3790.1622084869023,82961,1,1622,33,202,6748.4982819160605,3,0.883321145155495,0.3710906404157286,156,1,2,1
663,2004.6053530792535,21496,1,1320,37,3161,1314.5167179042537,1,0.16922819233831066,0.3915888059513065,185,1,7,0
664,1658.1964865278424,707,0,1509,28,2224,2462.549692706541,1,0.3372108724538062,0.545575089858251,131,1,9,1
665,4875.738354231119,17767,0,1671,31,626,9471.10028605508,2,0.14536712089713766,0.07905611343050767,86,0,4,0
666,3563.422188593443,26467,0,1040,10,1868,3111.3565127623233,2,0.6036245213506163,0.7998721661361021,108,0,8,1
667,1894.6709639012297,83222,1,1793,17,2079,355.7319521618787,0,0.6382573001423469,0.922855548097694,165,0,8,1
668,3210.2774560160447,7118,0,1303,44,2993,731.4423031782097,0,0.4535039845130123,0.3873452007292798,121,1,1,0
669,2858.059468987807,63884,0,1968,20,726,7777.398489804341,1,0.7201610496520077,0.7395724272623018,146,0,4,0
670,2623.1755734971,11213,0,1655,11,953,7595.8412771985,2,0.8676524545079926,0.5488347202768776,84,1,6,0
671,3223.8647921604074,81037,0,1414,38,2867,3880.0899673952604,0,0.7765593101109458,0.23600859432838162,46,1,6,1
672,2688.5939845796293,8868,1,1449,19,2838,1616.6876867999513,0,0.24166235692456128,0.06779778983608642,5,0,9,1
673,3274.296978078217,51716,0,1799,6,2290,5031.241647490646,2,0.3203992550174787,0.24589891068016545,107,0,2,1
674,4537.935242555972,42523,1,1393,26,1821,3385.697686682606,0,0.38027655404572025,0.6049061546443347,123,0,6,0
675,4966.331575758214,34028,0,1664,6,69,3802.286644182043,3,0.2037662595319999,0.04022977602609157,73,0,6,1
676,3546.7250798667187,10545,1,1593,1,3062,2683.755005470836,3,0.36123623657141846,0.836190730724552,81,0,3,0
677,4639.176187950413,357,1,1364,42,1094,722.2933358236381,2,0.2380456768603152,0.9703061936456476,57,1,6,1
678,4292.192859160888,21788,1,1737,32,1646,7932.476840737783,2,0.9957278554586683,0.08350191194313139,154,1,7,0
679,1475.8919525084145,16802,1,1988,20,157,6220.386165815541,0,0.7832503403884064,0.24669793072434765,33,1,2,1
680,4664.6070072321345,54739,0,1428,28,548,8362.887725318922,1,0.8600170700111065,0.6756336154442445,97,0,1,0
681,354.97419126305476,85875,1,1151,31,1839,5081.699576097566,4,0.9221468968506608,0.8060803234250968,36,1,8,0
682,1650.2791833966805,1593,1,1258,44,1951,9851.367727140523,3,0.6650009915983244,0.3459940916876967,93,0,6,1
683,3200.084730588895,4602,1,1829,11,2373,9628.996603105592,3,0.17597656758856461,0.5152384303264579,22,1,0,1
684,2635.050314029815,75113,1,1590,12,1058,2790.656522255768,2,0.7585260694755426,0.8917594029629425,82,0,9,1
685,2712.5195517539837,10943,1,1706,38,3551,3931.071542992452,1,0.015611466627185266,0.38439834194939615,17,1,9,1
686,3974.646760676439,33012,0,1950,43,2507,7551.82318841052,2,0.1132304392106589,0.0815382734625093,44,1,8,0
687,974.3237077486752,70108,1,1222,48,2463,7788.37427357998,0,0.029584458313497763,0.9948941218956516,180,1,4,1
688,4910.395474327325,16250,1,1265,39,2618,9115.921448778214,1,0.13544511628112854,0.18028020546321621,22,1,1,0
689,2187.8536782585556,82169,1,1229,2,885,6561.074952662309,0,0.7520042396411446,0.04878181759871936,197,0,6,1
690,4749.266480763171,44053,1,1438,38,3490,4803.697671440749,3,0.8854805685321432,0.41065359741666563,129,1,8,1
691,1916.1962066196666,39388,1,1149,7,510,3838.750341581061,2,0.2788402804618284,0.12146352129343196,30,1,2,0
692,3009.3315575893266,71405,0,1909,45,367,4249.867658830521,2,0.11912719658509285,0.9787333844257963,167,1,3,1
693,2252.1070451443575,71507,0,1456,45,2959,8519.01099546769,4,0.2729596886564106,0.3807938560622627,163,1,8,1
694,3379.9998840959993,49662,0,1977,1,1910,9802.087551713206,1,0.6471137524430047,0.825811132909108,69,1,1,1
695,918.9400221915483,61311,1,1135,5,882,613.9009307076534,3,0.35020304027960814,0.17660538950445093,198,0,3,1
696,2003.7420356695843,79493,1,1634,47,2254,5844.422164100362,4,0.9611460241328897,0.13881475675018495,89,1,4,1
697,342.83722941504965,71504,0,1869,40,3432,5248.534323403984,4,0.13097879643642074,0.6492931300478861,11,1,3,1
698,2990.9089835330774,56657,1,1398,14,3507,3823.808520995698,2,0.9903425237944137,0.9093101358098351,51,1,6,0
699,4813.445811247025,73183,0,1621,46,2625,8530.606785959124,1,0.012451691447809998,0.1145364549599851,63,0,5,0
700,230.48666927177138,25499,1,1142,11,1797,5799.855867259717,2,0.4516929657289813,0.589253965664922,86,1,8,1
701,3298.490492483331,31785,1,1947,40,1293,3199.8490161119266,1,0.2518117731806091,0.08493949141798496,123,0,3,0
702,3875.714720224661,81993,1,1069,47,3304,4496.6299795372925,4,0.5662854691250143,0.8121629440118863,34,1,8,1
703,1066.3290124639668,74536,0,1053,31,668,3632.355218100494,0,0.09655083198107206,0.9093059135717025,121,0,0,1
704,1366.0983925493667,52030,0,1843,5,2153,4357.8475163895055,3,0.8758228751290291,0.6287943032244334,183,0,5,1
705,1008.7038501139367,37909,0,1937,26,665,805.5313244051509,4,0.13652640041129704,0.6883431025412797,78,0,6,0
706,1487.765770744861,34894,0,1402,46,3089,1207.966580547525,2,0.5873893324394514,0.05543646461202256,123,0,8,0
707,551.3027134076775,84124,0,1551,12,3566,6274.547664705737,3,0.03334686305454315,0.0729771868860829,20,0,0,1
708,1852.3690085558262,72006,0,1708,22,259,6872.276936224741,4,0.31099209714040976,0.17967055599272008,186,0,0,1
709,1845.2770473766598,15473,1,1026,9,1508,6402.542111142948,1,0.1497229022767449,0.27382846733187727,17,1,1,1
710,4036.530015570439,81697,0,1841,13,312,7654.446434232337,2,0.9778466457450338,0.7598561168398539,34,1,5,0
711,4004.990619687991,20063,0,1298,2,2678,9440.986812629631,4,0.012021367630408952,0.4354292470128991,99,0,2,0
712,3983.8200931835145,78444,0,1691,11,1844,8620.121238237287,1,0.35239534051296095,0.07824968674669652,190,0,5,1
713,2835.6125301814327,11850,0,1557,24,3173,4243.24483577531,1,0.30277607733625034,0.8526450622846845,162,1,1,1
714,1630.0775536448064,984,1,1653,0,2584,2253.6770555206263,1,0.6573735915817531,0.9938267025769612,147,0,9,1
715,2055.411617485768,50450,0,1319,31,3251,3187.336894852388,3,0.056377966747045094,0.45502629270506,116,1,5,1
716,1589.3997803056468,56700,0,1444,23,1533,5918.640730658392,2,0.810617771677262,0.5117640055755714,114,0,6,0
717,2910.0575969986257,72723,0,1097,47,1500,8576.462511129912,1,0.46652379670681565,0.07850943920096509,97,1,5,0
